Glasses,Hats,Eyes,Mouth,Shirt,Color,Background
nerdy,baseball,closed,smoking,overalls,#FFFFFF,#98CDCD
nerdy,afro,angry,smoking,t-shirt,#D9BD9E,#FD9DCB
standard,snowhat,wink,standard,scarf,#FFFFFF,#B5B3DA
transparent,fishing hat,wink,smoking,hawaiian2,#D9BD9E,#FD9DCB
nerdy,ribs,angry,standard,basketball,#C62B3E,#E6CAAF
shiny,afro,wink,smoking,inmate,#FFFFFF,#98CDCD
shiny,fishing hat,dizzy,fish,hoodie,#181B2B,#98CDCD
vintage yellow,bennett,angry,standard,standard,#959A99,#B5B3DA
nerdy,green mohawk,standard,open,hoodie,#181B2B,#FD9DCB
standard,snowhat,closed,no expression,inmate,#FFFFFF,#E6CAAF
cool gold,afro,angry,standard,overalls,#181B2B,#E6CAAF
shiny,ribs,sparkling,standard,overalls,#FFFFFF,#B5B3DA
cool pink,bucket hat,closed,grinning,overalls,#387DDC,#FD9DCB
nerdy,blue mohawk,angry,fish,basketball,#F6C3DB,#E6CAAF
transparent,afro,wink,yawn,basketball,#181B2B,#E6CAAF
vintage red,snowhat,standard,smoking,scarf,#F6C3DB,#98CDCD
transparent,bucket hat,closed,standard,overalls,#959A99,#FD9DCB
plastic,bucket hat,dizzy,smoking,t-shirt,#FFFFFF,#B5B3DA
cool pink,santa hat,standard,grinning,hoodie,#D9BD9E,#F68A5C
plastic,fishing hat,sparkling,open,standard,#C62B3E,#E6CAAF
nerdy,poop,closed,standard,hawaiian2,#F6C3DB,#B5B3DA
standard,aviator,wink,grinning,hawaiian3,#FFFFFF,#98CDCD
transparent,bucket hat,sparkling,fish,hawaiian2,#F6C3DB,#FAE74B
nerdy,afro,wink,yawn,overalls,#181B2B,#B5B3DA
plastic,bucket hat,angry,grinning,hoodie,#FFFFFF,#B5B3DA
transparent,snowhat,dizzy,grinning,t-shirt,#D9BD9E,#B5B3DA
nerdy,bucket hat,dizzy,standard,t-shirt,#C62B3E,#E6CAAF
plastic,bucket hat,closed,standard,overalls,#C62B3E,#FAE74B
standard,snowhat,sparkling,open,hawaiian1,#387DDC,#B5B3DA
transparent,sausage,closed,grinning,basketball,#387DDC,#F68A5C
cool gold,aviator,dizzy,standard,collared,#387DDC,#B5B3DA
standard,standard,angry,open,t-shirt,#181B2B,#98CDCD
standard,white mohawk,wink,no expression,scarf,#FFFFFF,#98CDCD
cool gold,santa hat,angry,open,hawaiian1,#F6C3DB,#FAE74B
plastic,afro,standard,standard,tattoos,#959A99,#FD9DCB
cool pink,snowhat,closed,standard,hoodie,#FFFFFF,#E6CAAF
shiny,santa hat,standard,standard,basketball,#D9BD9E,#98CDCD
cool pink,white mohawk,standard,yawn,hawaiian2,#F6C3DB,#FD9DCB
shiny,ribs,sparkling,grinning,hawaiian3,#D9BD9E,#E6CAAF
nerdy,bennett,wink,smoking,basketball,#D9BD9E,#FAE74B
transparent,ribs,sparkling,yawn,collared,#FFFFFF,#98CDCD
cool pink,bucket hat,sparkling,standard,punk,#D9BD9E,#98CDCD
nerdy,baseball,wink,yawn,t-shirt,#181B2B,#F68A5C
shiny,afro,wink,smoking,hawaiian3,#C62B3E,#F68A5C
nerdy,aviator,closed,standard,scarf,#959A99,#FD9DCB
transparent,baseball,wink,grinning,basketball,#D9BD9E,#EE2840
transparent,snowhat,standard,open,overalls,#D9BD9E,#F68A5C
transparent,afro,dizzy,no expression,hawaiian3,#959A99,#FAE74B
standard,bucket hat,wink,smoking,scarf,#FFFFFF,#F68A5C
cool gold,afro,wink,yawn,tattoos,#FFFFFF,#B5B3DA
cool pink,fishing hat,standard,yawn,tattoos,#181B2B,#B5B3DA
transparent,baseball,angry,grinning,hawaiian3,#FFFFFF,#E6CAAF
cool pink,green mohawk,wink,no expression,hawaiian3,#FFFFFF,#98CDCD
nerdy,bucket hat,angry,standard,hoodie,#D9BD9E,#98CDCD
nerdy,baseball,wink,open,hawaiian2,#959A99,#E6CAAF
nerdy,snowhat,wink,grinning,inmate,#C62B3E,#98CDCD
vintage yellow,snowhat,standard,smoking,hawaiian3,#D9BD9E,#F68A5C
vintage red,bennett,closed,no expression,hawaiian2,#181B2B,#FD9DCB
cool gold,green mohawk,standard,yawn,punk,#387DDC,#B5B3DA
plastic,fishing hat,wink,grinning,basketball,#FFFFFF,#EE2840
standard,white mohawk,closed,yawn,scarf,#387DDC,#98CDCD
standard,aviator,closed,open,standard,#FFFFFF,#FAE74B
nerdy,santa hat,angry,open,punk,#C62B3E,#E6CAAF
nerdy,standard,standard,yawn,overalls,#F6C3DB,#E6CAAF
cool gold,baseball,dizzy,standard,basketball,#FFFFFF,#B5B3DA
standard,white mohawk,angry,yawn,collared,#959A99,#98CDCD
standard,standard,dizzy,standard,hawaiian2,#F6C3DB,#98CDCD
cool gold,red mohawk,standard,standard,basketball,#181B2B,#FD9DCB
cool gold,ribs,standard,no expression,t-shirt,#FFFFFF,#E6CAAF
plastic,bucket hat,dizzy,open,hoodie,#959A99,#F68A5C
shiny,green mohawk,closed,yawn,collared,#F6C3DB,#FD9DCB
transparent,bennett,closed,grinning,overalls,#181B2B,#E6CAAF
nerdy,baseball,standard,standard,tattoos,#FFFFFF,#B5B3DA
nerdy,fishing hat,closed,standard,collared,#959A99,#EE2840
shiny,bennett,sparkling,standard,hawaiian3,#F6C3DB,#EE2840
nerdy,fishing hat,wink,grinning,hawaiian1,#F6C3DB,#FAE74B
shiny,green mohawk,dizzy,no expression,tattoos,#181B2B,#98CDCD
transparent,bennett,angry,open,overalls,#959A99,#B5B3DA
plastic,baseball,sparkling,standard,scarf,#181B2B,#E6CAAF
shiny,blue mohawk,sparkling,open,basketball,#FFFFFF,#98CDCD
shiny,green mohawk,standard,fish,hawaiian3,#181B2B,#B5B3DA
transparent,poop,wink,open,hawaiian1,#959A99,#F68A5C
transparent,snowhat,wink,fish,collared,#FFFFFF,#E6CAAF
standard,standard,standard,yawn,collared,#D9BD9E,#E6CAAF
plastic,afro,standard,open,basketball,#D9BD9E,#EE2840
plastic,baseball,sparkling,no expression,tattoos,#C62B3E,#FAE74B
transparent,aviator,standard,standard,hawaiian1,#181B2B,#FD9DCB
shiny,santa hat,wink,no expression,tattoos,#FFFFFF,#E6CAAF
vintage yellow,snowhat,angry,open,scarf,#181B2B,#E6CAAF
transparent,afro,standard,grinning,hawaiian1,#387DDC,#FD9DCB
transparent,white mohawk,wink,yawn,hawaiian1,#FFFFFF,#F68A5C
shiny,white mohawk,sparkling,standard,t-shirt,#FFFFFF,#B5B3DA
cool pink,afro,wink,yawn,t-shirt,#D9BD9E,#F68A5C
vintage yellow,aviator,wink,standard,basketball,#C62B3E,#E6CAAF
nerdy,aviator,standard,no expression,basketball,#D9BD9E,#F68A5C
nerdy,poop,dizzy,fish,hoodie,#FFFFFF,#98CDCD
standard,fishing hat,closed,standard,t-shirt,#F6C3DB,#FD9DCB
plastic,blue mohawk,sparkling,no expression,collared,#387DDC,#FAE74B
transparent,santa hat,sparkling,no expression,scarf,#C62B3E,#FAE74B
nerdy,bennett,wink,standard,basketball,#C62B3E,#F68A5C
nerdy,afro,dizzy,open,hawaiian1,#387DDC,#F68A5C
cool gold,fishing hat,dizzy,standard,hoodie,#FFFFFF,#E6CAAF
transparent,red mohawk,angry,yawn,hawaiian2,#181B2B,#F68A5C
vintage yellow,blue mohawk,angry,no expression,t-shirt,#FFFFFF,#EE2840
cool gold,ribs,angry,grinning,tattoos,#959A99,#B5B3DA
cool gold,afro,closed,no expression,collared,#181B2B,#FAE74B
standard,fishing hat,sparkling,yawn,t-shirt,#FFFFFF,#FD9DCB
standard,baseball,closed,standard,hawaiian2,#F6C3DB,#EE2840
nerdy,baseball,wink,no expression,hawaiian1,#FFFFFF,#E6CAAF
vintage red,poop,standard,open,hoodie,#181B2B,#FAE74B
plastic,standard,angry,open,scarf,#FFFFFF,#FAE74B
plastic,santa hat,angry,grinning,hawaiian3,#959A99,#98CDCD
vintage yellow,ribs,standard,yawn,inmate,#181B2B,#E6CAAF
cool gold,afro,sparkling,standard,t-shirt,#959A99,#F68A5C
standard,green mohawk,standard,no expression,basketball,#F6C3DB,#B5B3DA
vintage red,bucket hat,standard,smoking,punk,#181B2B,#B5B3DA
standard,sausage,closed,no expression,collared,#F6C3DB,#FAE74B
vintage red,bennett,closed,standard,hoodie,#959A99,#F68A5C
transparent,white mohawk,dizzy,no expression,hawaiian1,#F6C3DB,#E6CAAF
nerdy,white mohawk,standard,open,overalls,#D9BD9E,#E6CAAF
plastic,afro,sparkling,smoking,hawaiian2,#D9BD9E,#F68A5C
transparent,afro,sparkling,no expression,collared,#C62B3E,#FD9DCB
nerdy,fishing hat,closed,yawn,basketball,#D9BD9E,#F68A5C
transparent,baseball,wink,smoking,scarf,#FFFFFF,#FAE74B
plastic,brain,closed,smoking,scarf,#F6C3DB,#EE2840
standard,blue mohawk,angry,standard,scarf,#959A99,#FD9DCB
vintage red,red mohawk,closed,grinning,hawaiian3,#FFFFFF,#E6CAAF
nerdy,ribs,wink,fish,scarf,#181B2B,#FAE74B
nerdy,sausage,angry,grinning,hawaiian1,#C62B3E,#B5B3DA
standard,santa hat,standard,no expression,t-shirt,#D9BD9E,#B5B3DA
transparent,afro,dizzy,yawn,basketball,#D9BD9E,#F68A5C
transparent,afro,closed,standard,hoodie,#C62B3E,#B5B3DA
cool pink,red mohawk,angry,yawn,hawaiian3,#387DDC,#FD9DCB
transparent,aviator,sparkling,standard,overalls,#F6C3DB,#FD9DCB
plastic,aviator,dizzy,no expression,tattoos,#F6C3DB,#B5B3DA
shiny,bucket hat,dizzy,standard,hawaiian1,#387DDC,#E6CAAF
nerdy,bennett,angry,no expression,hawaiian2,#FFFFFF,#FD9DCB
standard,poop,wink,no expression,scarf,#D9BD9E,#FD9DCB
standard,red mohawk,standard,grinning,overalls,#387DDC,#F68A5C
vintage red,red mohawk,sparkling,grinning,t-shirt,#C62B3E,#F68A5C
vintage yellow,aviator,closed,no expression,hoodie,#959A99,#E6CAAF
vintage red,bucket hat,wink,no expression,overalls,#F6C3DB,#B5B3DA
transparent,blue mohawk,wink,standard,hawaiian2,#FFFFFF,#E6CAAF
vintage yellow,bucket hat,closed,open,standard,#FFFFFF,#F68A5C
standard,red mohawk,sparkling,open,hawaiian3,#D9BD9E,#FD9DCB
transparent,snowhat,sparkling,standard,basketball,#959A99,#EE2840
shiny,snowhat,standard,yawn,hawaiian3,#FFFFFF,#FAE74B
nerdy,aviator,standard,yawn,scarf,#FFFFFF,#E6CAAF
shiny,aviator,angry,open,scarf,#959A99,#B5B3DA
standard,green mohawk,closed,grinning,hawaiian2,#959A99,#E6CAAF
vintage yellow,bennett,wink,smoking,t-shirt,#D9BD9E,#F68A5C
shiny,green mohawk,standard,yawn,punk,#181B2B,#B5B3DA
nerdy,ribs,closed,smoking,t-shirt,#959A99,#F68A5C
nerdy,aviator,standard,smoking,tattoos,#D9BD9E,#FAE74B
vintage red,poop,angry,smoking,collared,#FFFFFF,#E6CAAF
plastic,afro,standard,smoking,inmate,#FFFFFF,#FD9DCB
vintage red,standard,sparkling,yawn,tattoos,#959A99,#FD9DCB
cool gold,bennett,angry,no expression,collared,#D9BD9E,#FD9DCB
standard,afro,sparkling,smoking,hawaiian3,#387DDC,#F68A5C
transparent,green mohawk,standard,grinning,overalls,#959A99,#F68A5C
standard,aviator,closed,smoking,hawaiian2,#F6C3DB,#B5B3DA
transparent,baseball,standard,open,hawaiian1,#FFFFFF,#98CDCD
cool gold,blue mohawk,sparkling,no expression,punk,#FFFFFF,#98CDCD
nerdy,poop,wink,standard,scarf,#F6C3DB,#FAE74B
nerdy,snowhat,standard,standard,t-shirt,#FFFFFF,#B5B3DA
standard,ribs,closed,yawn,hawaiian3,#FFFFFF,#EE2840
transparent,baseball,wink,open,scarf,#D9BD9E,#FD9DCB
nerdy,bennett,dizzy,no expression,scarf,#959A99,#E6CAAF
cool gold,bennett,sparkling,fish,inmate,#FFFFFF,#FAE74B
plastic,poop,wink,smoking,hawaiian1,#959A99,#FAE74B
plastic,aviator,angry,yawn,collared,#D9BD9E,#E6CAAF
nerdy,aviator,angry,open,basketball,#181B2B,#98CDCD
vintage red,afro,wink,open,tattoos,#F6C3DB,#98CDCD
standard,afro,standard,no expression,t-shirt,#F6C3DB,#FD9DCB
shiny,green mohawk,closed,standard,overalls,#C62B3E,#E6CAAF
plastic,snowhat,sparkling,grinning,hoodie,#FFFFFF,#98CDCD
vintage red,aviator,angry,standard,hawaiian2,#FFFFFF,#B5B3DA
standard,blue mohawk,angry,grinning,hawaiian2,#181B2B,#F68A5C
plastic,baseball,sparkling,standard,overalls,#959A99,#E6CAAF
nerdy,sausage,wink,no expression,overalls,#959A99,#EE2840
nerdy,aviator,standard,standard,overalls,#F6C3DB,#98CDCD
nerdy,santa hat,standard,no expression,punk,#959A99,#E6CAAF
nerdy,aviator,standard,standard,hoodie,#FFFFFF,#E6CAAF
plastic,aviator,wink,open,hawaiian2,#D9BD9E,#E6CAAF
vintage yellow,bucket hat,wink,yawn,scarf,#959A99,#F68A5C
transparent,sausage,standard,smoking,t-shirt,#959A99,#FD9DCB
transparent,aviator,dizzy,open,collared,#D9BD9E,#EE2840
nerdy,green mohawk,standard,open,overalls,#F6C3DB,#FAE74B
standard,aviator,standard,smoking,basketball,#959A99,#EE2840
nerdy,bennett,wink,no expression,collared,#181B2B,#B5B3DA
standard,afro,standard,grinning,tattoos,#FFFFFF,#98CDCD
transparent,afro,closed,open,basketball,#C62B3E,#B5B3DA
standard,baseball,standard,standard,scarf,#387DDC,#FD9DCB
vintage yellow,fishing hat,angry,open,tattoos,#959A99,#E6CAAF
plastic,standard,wink,standard,t-shirt,#FFFFFF,#EE2840
cool gold,baseball,wink,no expression,hawaiian2,#D9BD9E,#B5B3DA
standard,white mohawk,angry,no expression,hawaiian1,#FFFFFF,#F68A5C
standard,snowhat,wink,standard,scarf,#FFFFFF,#F68A5C
nerdy,aviator,angry,smoking,scarf,#D9BD9E,#FAE74B
vintage red,baseball,angry,no expression,collared,#FFFFFF,#E6CAAF
transparent,standard,closed,open,scarf,#F6C3DB,#F68A5C
plastic,bucket hat,standard,no expression,overalls,#F6C3DB,#F68A5C
standard,blue mohawk,sparkling,no expression,overalls,#FFFFFF,#F68A5C
nerdy,aviator,wink,smoking,punk,#959A99,#E6CAAF
nerdy,snowhat,closed,smoking,hawaiian1,#181B2B,#E6CAAF
cool pink,afro,angry,standard,collared,#D9BD9E,#B5B3DA
nerdy,bucket hat,sparkling,fish,collared,#F6C3DB,#B5B3DA
cool gold,bucket hat,wink,grinning,hawaiian3,#181B2B,#F68A5C
transparent,fishing hat,wink,standard,basketball,#FFFFFF,#B5B3DA
transparent,afro,wink,grinning,tattoos,#C62B3E,#B5B3DA
standard,aviator,standard,fish,t-shirt,#959A99,#98CDCD
nerdy,green mohawk,dizzy,standard,basketball,#FFFFFF,#B5B3DA
nerdy,red mohawk,wink,standard,tattoos,#181B2B,#B5B3DA
vintage yellow,afro,standard,smoking,t-shirt,#FFFFFF,#FD9DCB
nerdy,baseball,standard,standard,hawaiian2,#FFFFFF,#B5B3DA
transparent,aviator,dizzy,standard,standard,#FFFFFF,#F68A5C
transparent,bucket hat,dizzy,standard,collared,#FFFFFF,#B5B3DA
cool gold,poop,sparkling,open,basketball,#959A99,#F68A5C
standard,santa hat,wink,standard,scarf,#C62B3E,#98CDCD
plastic,sausage,standard,standard,collared,#FFFFFF,#E6CAAF
standard,red mohawk,dizzy,open,t-shirt,#F6C3DB,#E6CAAF
transparent,bennett,angry,open,overalls,#181B2B,#F68A5C
nerdy,bennett,wink,yawn,hoodie,#D9BD9E,#F68A5C
transparent,white mohawk,dizzy,standard,hawaiian2,#387DDC,#E6CAAF
transparent,white mohawk,standard,open,hawaiian2,#C62B3E,#F68A5C
shiny,bucket hat,standard,standard,overalls,#959A99,#E6CAAF
vintage yellow,fishing hat,angry,yawn,collared,#181B2B,#EE2840
cool pink,white mohawk,wink,yawn,t-shirt,#181B2B,#B5B3DA
plastic,bucket hat,standard,standard,hawaiian2,#D9BD9E,#B5B3DA
plastic,bennett,wink,standard,hawaiian1,#959A99,#FAE74B
nerdy,bucket hat,standard,standard,punk,#181B2B,#E6CAAF
shiny,bennett,wink,standard,basketball,#959A99,#FAE74B
transparent,snowhat,standard,standard,inmate,#FFFFFF,#FD9DCB
nerdy,blue mohawk,dizzy,standard,basketball,#959A99,#E6CAAF
standard,green mohawk,closed,smoking,hoodie,#FFFFFF,#EE2840
nerdy,snowhat,standard,no expression,hoodie,#FFFFFF,#FD9DCB
vintage red,afro,closed,standard,basketball,#959A99,#E6CAAF
transparent,white mohawk,angry,open,scarf,#D9BD9E,#98CDCD
plastic,bucket hat,dizzy,no expression,collared,#F6C3DB,#98CDCD
cool gold,red mohawk,closed,smoking,overalls,#FFFFFF,#F68A5C
transparent,afro,standard,standard,basketball,#F6C3DB,#98CDCD
transparent,afro,dizzy,grinning,basketball,#F6C3DB,#F68A5C
transparent,bennett,dizzy,standard,basketball,#181B2B,#E6CAAF
shiny,green mohawk,wink,open,hoodie,#FFFFFF,#B5B3DA
shiny,fishing hat,standard,open,hawaiian3,#FFFFFF,#FD9DCB
transparent,santa hat,angry,no expression,collared,#F6C3DB,#F68A5C
cool pink,red mohawk,standard,no expression,tattoos,#959A99,#B5B3DA
transparent,snowhat,wink,yawn,inmate,#D9BD9E,#E6CAAF
nerdy,white mohawk,wink,standard,collared,#387DDC,#EE2840
shiny,snowhat,closed,yawn,hawaiian3,#959A99,#98CDCD
nerdy,aviator,standard,no expression,t-shirt,#387DDC,#F68A5C
plastic,bucket hat,dizzy,standard,inmate,#C62B3E,#FAE74B
transparent,aviator,dizzy,no expression,t-shirt,#FFFFFF,#E6CAAF
cool pink,afro,standard,standard,hawaiian2,#FFFFFF,#EE2840
plastic,bucket hat,sparkling,no expression,t-shirt,#387DDC,#FD9DCB
shiny,brain,wink,smoking,collared,#FFFFFF,#E6CAAF
nerdy,red mohawk,standard,standard,hoodie,#959A99,#F68A5C
transparent,fishing hat,wink,standard,overalls,#F6C3DB,#FAE74B
vintage red,bucket hat,wink,open,hawaiian2,#D9BD9E,#EE2840
nerdy,santa hat,closed,no expression,hawaiian1,#FFFFFF,#E6CAAF
nerdy,afro,standard,no expression,hawaiian2,#FFFFFF,#FAE74B
plastic,santa hat,sparkling,standard,inmate,#959A99,#E6CAAF
cool gold,red mohawk,dizzy,grinning,basketball,#D9BD9E,#F68A5C
standard,white mohawk,dizzy,no expression,punk,#959A99,#FAE74B
nerdy,white mohawk,closed,standard,hawaiian3,#181B2B,#E6CAAF
plastic,white mohawk,standard,smoking,hawaiian2,#181B2B,#E6CAAF
nerdy,baseball,angry,open,hoodie,#FFFFFF,#E6CAAF
vintage yellow,red mohawk,standard,standard,punk,#FFFFFF,#F68A5C
nerdy,aviator,wink,grinning,overalls,#959A99,#E6CAAF
nerdy,poop,standard,no expression,scarf,#387DDC,#B5B3DA
standard,baseball,standard,fish,hawaiian2,#959A99,#B5B3DA
transparent,bucket hat,standard,no expression,hawaiian1,#D9BD9E,#E6CAAF
nerdy,green mohawk,standard,no expression,overalls,#FFFFFF,#98CDCD
transparent,standard,angry,smoking,hoodie,#D9BD9E,#FAE74B
standard,snowhat,wink,standard,hawaiian2,#D9BD9E,#FD9DCB
nerdy,standard,standard,standard,t-shirt,#FFFFFF,#E6CAAF
vintage yellow,bucket hat,closed,grinning,collared,#387DDC,#FD9DCB
transparent,white mohawk,dizzy,smoking,hawaiian3,#D9BD9E,#E6CAAF
shiny,snowhat,standard,no expression,punk,#387DDC,#FAE74B
nerdy,baseball,angry,no expression,collared,#181B2B,#F68A5C
standard,bennett,sparkling,fish,hawaiian2,#D9BD9E,#98CDCD
transparent,bucket hat,standard,standard,overalls,#C62B3E,#EE2840
vintage yellow,snowhat,closed,standard,hawaiian3,#F6C3DB,#EE2840
shiny,blue mohawk,standard,grinning,hawaiian2,#FFFFFF,#F68A5C
standard,poop,angry,standard,t-shirt,#F6C3DB,#FD9DCB
nerdy,afro,wink,smoking,hawaiian3,#181B2B,#98CDCD
standard,afro,wink,yawn,hawaiian3,#D9BD9E,#F68A5C
nerdy,santa hat,wink,fish,hawaiian3,#181B2B,#E6CAAF
standard,afro,standard,grinning,tattoos,#959A99,#EE2840
standard,baseball,angry,no expression,hawaiian3,#D9BD9E,#B5B3DA
plastic,white mohawk,standard,open,standard,#387DDC,#EE2840
standard,bucket hat,angry,standard,scarf,#387DDC,#98CDCD
standard,red mohawk,angry,grinning,basketball,#181B2B,#EE2840
shiny,sausage,standard,no expression,basketball,#387DDC,#FAE74B
shiny,red mohawk,wink,standard,hoodie,#181B2B,#98CDCD
nerdy,bucket hat,angry,smoking,collared,#181B2B,#F68A5C
plastic,bennett,closed,smoking,t-shirt,#F6C3DB,#EE2840
shiny,baseball,wink,yawn,hoodie,#F6C3DB,#F68A5C
plastic,ribs,dizzy,fish,scarf,#F6C3DB,#B5B3DA
standard,aviator,angry,smoking,hoodie,#D9BD9E,#B5B3DA
nerdy,snowhat,standard,yawn,hawaiian3,#387DDC,#98CDCD
standard,fishing hat,angry,open,scarf,#387DDC,#FAE74B
vintage red,afro,standard,yawn,tattoos,#F6C3DB,#E6CAAF
nerdy,bucket hat,standard,fish,punk,#387DDC,#FD9DCB
transparent,santa hat,standard,smoking,hawaiian1,#FFFFFF,#FAE74B
shiny,afro,standard,no expression,t-shirt,#959A99,#B5B3DA
standard,bucket hat,closed,no expression,tattoos,#F6C3DB,#B5B3DA
transparent,red mohawk,standard,standard,tattoos,#FFFFFF,#EE2840
transparent,sausage,closed,grinning,hawaiian3,#C62B3E,#E6CAAF
nerdy,red mohawk,wink,yawn,hawaiian2,#959A99,#FD9DCB
standard,white mohawk,angry,open,hoodie,#FFFFFF,#FD9DCB
plastic,aviator,standard,standard,collared,#959A99,#E6CAAF
standard,snowhat,closed,smoking,scarf,#D9BD9E,#FAE74B
nerdy,bennett,angry,smoking,collared,#959A99,#FD9DCB
transparent,bennett,wink,standard,punk,#959A99,#B5B3DA
transparent,afro,angry,yawn,hawaiian2,#FFFFFF,#E6CAAF
transparent,white mohawk,angry,standard,overalls,#387DDC,#F68A5C
plastic,snowhat,closed,grinning,scarf,#F6C3DB,#E6CAAF
plastic,snowhat,wink,no expression,hawaiian3,#387DDC,#98CDCD
vintage red,bennett,standard,yawn,punk,#D9BD9E,#EE2840
transparent,snowhat,closed,standard,hoodie,#C62B3E,#E6CAAF
nerdy,aviator,closed,fish,hawaiian3,#F6C3DB,#E6CAAF
nerdy,afro,dizzy,yawn,tattoos,#F6C3DB,#B5B3DA
standard,white mohawk,standard,grinning,collared,#C62B3E,#B5B3DA
plastic,afro,standard,standard,hoodie,#FFFFFF,#E6CAAF
standard,aviator,angry,smoking,scarf,#F6C3DB,#F68A5C
cool pink,red mohawk,sparkling,grinning,overalls,#C62B3E,#FD9DCB
standard,blue mohawk,closed,open,hawaiian3,#181B2B,#B5B3DA
standard,snowhat,standard,open,hawaiian1,#959A99,#B5B3DA
standard,aviator,closed,no expression,hoodie,#959A99,#98CDCD
standard,baseball,wink,open,t-shirt,#181B2B,#F68A5C
nerdy,afro,angry,yawn,hoodie,#387DDC,#B5B3DA
standard,santa hat,standard,no expression,hoodie,#D9BD9E,#98CDCD
transparent,afro,closed,no expression,t-shirt,#181B2B,#FD9DCB
nerdy,bucket hat,standard,yawn,t-shirt,#959A99,#FAE74B
cool gold,afro,dizzy,open,hawaiian1,#181B2B,#98CDCD
transparent,white mohawk,wink,yawn,hawaiian3,#FFFFFF,#FAE74B
nerdy,bucket hat,sparkling,no expression,inmate,#959A99,#F68A5C
cool gold,baseball,closed,standard,scarf,#181B2B,#98CDCD
transparent,bennett,wink,smoking,basketball,#FFFFFF,#E6CAAF
standard,green mohawk,closed,standard,basketball,#181B2B,#E6CAAF
transparent,santa hat,standard,open,standard,#F6C3DB,#E6CAAF
plastic,red mohawk,sparkling,open,punk,#FFFFFF,#EE2840
shiny,poop,closed,smoking,t-shirt,#FFFFFF,#F68A5C
transparent,red mohawk,wink,grinning,hawaiian2,#387DDC,#98CDCD
nerdy,blue mohawk,standard,standard,hoodie,#181B2B,#EE2840
vintage red,poop,closed,smoking,inmate,#FFFFFF,#E6CAAF
plastic,blue mohawk,sparkling,yawn,standard,#959A99,#98CDCD
cool gold,afro,angry,yawn,hawaiian3,#FFFFFF,#EE2840
transparent,afro,angry,fish,hawaiian3,#181B2B,#B5B3DA
vintage red,bucket hat,wink,smoking,collared,#FFFFFF,#B5B3DA
vintage yellow,white mohawk,sparkling,yawn,overalls,#F6C3DB,#E6CAAF
standard,bennett,standard,standard,t-shirt,#FFFFFF,#EE2840
transparent,aviator,standard,grinning,collared,#F6C3DB,#E6CAAF
plastic,afro,sparkling,yawn,scarf,#959A99,#E6CAAF
vintage red,aviator,wink,no expression,scarf,#FFFFFF,#EE2840
standard,blue mohawk,wink,yawn,hoodie,#FFFFFF,#98CDCD
plastic,poop,closed,no expression,basketball,#F6C3DB,#EE2840
shiny,bennett,dizzy,standard,t-shirt,#C62B3E,#FD9DCB
nerdy,green mohawk,wink,open,hoodie,#FFFFFF,#B5B3DA
vintage red,aviator,wink,standard,hoodie,#387DDC,#FAE74B
cool pink,blue mohawk,standard,grinning,scarf,#D9BD9E,#B5B3DA
plastic,bucket hat,standard,no expression,collared,#FFFFFF,#B5B3DA
transparent,blue mohawk,standard,fish,basketball,#387DDC,#FD9DCB
shiny,snowhat,standard,smoking,basketball,#181B2B,#F68A5C
standard,standard,dizzy,standard,t-shirt,#959A99,#E6CAAF
vintage red,fishing hat,angry,yawn,hawaiian1,#959A99,#EE2840
standard,poop,wink,grinning,overalls,#959A99,#EE2840
cool gold,afro,dizzy,smoking,hawaiian1,#D9BD9E,#98CDCD
nerdy,blue mohawk,angry,standard,overalls,#959A99,#98CDCD
standard,red mohawk,angry,yawn,overalls,#D9BD9E,#98CDCD
standard,bennett,wink,smoking,hawaiian1,#959A99,#E6CAAF
nerdy,green mohawk,dizzy,open,overalls,#C62B3E,#E6CAAF
transparent,santa hat,wink,grinning,hawaiian1,#F6C3DB,#98CDCD
nerdy,bennett,closed,no expression,t-shirt,#C62B3E,#E6CAAF
cool gold,snowhat,closed,smoking,hawaiian3,#959A99,#E6CAAF
vintage red,green mohawk,closed,standard,overalls,#181B2B,#E6CAAF
